;;remove;2. Energy Prices;Crude Oil Prices;West Texas Intermediate Spot Average;Imported Average;Refiner Average Acquisition Cost;Brent Spot Average;U.S. Liquid Fuels;Refiner Prices for Resale;Gasoline;Diesel Fuel;Fuel Oil;Refiner Prices to End Users;Jet Fuel;No. 6 Residual Fuel;Retail Prices Including Taxes;Gasoline Regular Grade;Gasoline All Grades;On-highway Diesel Fuel;Heating Oil;Natural Gas;Henry Hub Spot;Henry Hub Spot;U.S. Retail Prices;Industrial Sector;Commercial Sector;Residential Sector;U.S. Electricity;Power Generation Fuel Costs;Coal;Natural Gas;Residual Fuel Oil;Distillate Fuel Oil;Retail Prices;Industrial Sector;Commercial Sector;Residential Sector
;;Jul 2014;;;103.59;98.75;101.22;106.77;;;286;292;283;;291;246;;361;369;388;375;;4.18;4.05;;5.43;10.06;17.23;;;2.38;4.43;20.57;22.36;;7.62;11.17;13.09
;;Aug 2014;;;96.53;93.23;95.61;101.61;;;276;290;278;;292;247;;349;356;384;371;;4.04;3.91;;4.96;9.67;17.41;;;2.37;4.12;19.89;21.94;;7.51;11.05;13.04
;;Sep 2014;;;93.21;89.38;92.26;97.09;;;267;281;270;;283;236;;341;348;379;364;;4.05;3.92;;5.02;9.39;16.27;;;2.37;4.2;18.64;21.38;;7.37;11.16;12.95
;;Oct 2014;;;84.4;82.75;84.99;87.42;;;233;264;248;;258;219;;317;325;368;352;;3.91;3.78;;5.03;8.97;13.11;;;2.31;4.1;17.19;20.09;;7.07;10.83;12.6
;;Nov 2014;;;75.79;74.34;75.66;79.44;;;211;256;237;;243;195;;291;300;365;338;;4.26;4.12;;5.02;8.29;10.19;;;2.3;4.48;14.64;19.68;;6.75;10.52;12.48
;;Dec 2014;;;59.29;57.36;60.7;62.34;;;163;198;205;;203;168;;254;263;341;314;;3.6;3.48;;5.62;8.53;10.01;;;2.51;4.36;12.1;16.5;;6.7;10.36;12.17
;;Jan 2015;;;47.22;44.74;47;47.76;;;137;162;167;;163;126;;212;221;300;281;;3.11;2.99;;4.9;8.15;9.5;;;2.29;4.11;12.28;13.37;;6.67;10.31;12.1
;;Feb 2015;;;50.58;47.18;48.92;58.1;;;164;186;185;;175;138;;222;230;286;286;;2.98;2.87;;4.74;7.81;9.08;;;2.26;4.7;10.3;16.46;;6.88;10.62;12.29
;;Mar 2015;;;47.82;47.22;47.99;55.88;;;177;182;185;;177;147;;246;255;290;302;;2.94;2.83;;4.46;7.85;9.28;;;2.26;3.55;10.37;15.6;;6.83;10.63;12.33
;;Apr 2015;;;54.45;51.62;53.51;59.52;;;184;181;174;;174;152;;247;255;278;276;;2.71;2.61;;3.96;8.03;10.43;;;2.23;3.1;11.83;14.82;;6.61;10.37;12.62
;;May 2015;;;59.27;57.51;58.65;64.08;;;208;197;185;;198;154;;272;280;289;279;;2.96;2.85;;3.58;8.13;12.73;;;2.26;3.14;10.83;15.34;;6.74;10.47;12.93
;;Jun 2015;;;59.82;58.89;60.12;61.48;;;212;188;181;;186;155;;280;288;287;274;;2.89;2.78;;3.76;8.52;15.07;;;2.25;3.12;12.2;15.29;;7.11;10.89;12.92
;;Jul 2015;;;50.9;52.42;53.4;56.56;;;207;173;165;;169;136;;279;288;279;265;;2.95;2.84;;3.74;8.49;16.28;;;2.21;3.11;11.34;14.37;;7.45;11.07;12.94
;;Aug 2015;;;42.87;43.23;44.97;46.52;;;184;156;146;;152;121;;264;273;260;244;;2.88;2.77;;3.79;8.46;16.88;;;2.23;3.11;11.25;13.05;;7.35;10.94;12.91
;;Sep 2015;;;45.48;41.12;44.38;47.62;;;161;155;144;;147;111;;237;246;251;238;;2.76;2.66;;3.65;8.43;16.4;;;2.22;3.06;8.44;12.02;;7.21;10.98;13.03
;;Oct 2015;;;46.22;42.03;44.77;48.43;;;156;157;141;;147;109;;229;239;252;235;;2.43;2.34;;3.54;7.79;12.6;;;2.15;2.92;7.74;12.44;;6.88;10.73;12.72
;;Nov 2015;;;42.44;39.05;41.43;44.27;;;143;146;136;;142;104;;216;226;247;230;;2.17;2.09;;3.28;7.39;10.02;;;2.15;2.65;7.77;12.38;;6.61;10.3;12.71
;;Dec 2015;;;37.19;33.16;35.63;38.01;;;136;118;113;;123;92;;204;214;231;211;;2;1.93;;3.48;7.23;9.27;;;2.16;2.59;7.81;10.57;;6.45;10.13;12.32
;;Jan 2016;;;31.68;27.48;29.99;30.7;;;119;102;98;;104;71;;195;206;214;197;;2.37;2.28;;3.62;6.75;8.28;;;2.12;3.02;7.08;8.9;;6.44;10.08;11.99
;;Feb 2016;;;30.32;26.66;28.53;32.18;;;105;104;95;;103;63;;176;187;200;192;;2.07;1.99;;3.58;6.86;8.36;;;2.11;2.7;5.77;8.78;;6.42;10.25;12.14
;;Mar 2016;;;37.55;32.24;33.82;38.21;;;134;119;107;;113;69;;197;207;209;195;;1.8;1.73;;3.02;7.08;9.19;;;2.17;2.23;5.63;9.46;;6.46;10.23;12.56
;;Apr 2016;;;40.75;35.9;37.71;41.58;;;148;125;111;;119;78;;211;222;215;199;;1.99;1.92;;3;6.98;9.65;;;2.16;2.42;7.53;9.97;;6.44;10.19;12.43
;;May 2016;;;46.71;40.88;42.88;46.74;;;161;143;129;;134;92;;227;237;231;210;;2;1.92;;2.9;7.32;11.62;;;2.16;2.39;9.07;10.76;;6.57;10.31;12.79
;;Jun 2016;;;48.76;44.13;45.96;48.25;;;164;153;140;;146;98;;237;247;242;216;;2.69;2.59;;2.89;7.72;14.43;;;2.1;2.67;8.93;12.22;;7.03;10.66;12.73
;;Jul 2016;;;44.65;41.48;43.26;44.95;;;149;143;131;;139;103;;224;235;240;213;;2.93;2.82;;3.57;8.14;16.56;;;2.11;2.97;11.72;12.08;;7.23;10.68;12.68
;;Aug 2016;;;44.72;41.21;42.7;45.84;;;151;144;131;;133;99;;218;228;235;207;;2.93;2.82;;3.59;8.3;17.6;;;2.11;2.95;8.55;11.41;;7.23;10.76;12.88
;;Sep 2016;;;45.18;40.86;42.73;46.57;;;151;147;134;;139;108;;222;233;239;212;;3.11;2.99;;3.74;8.28;16.78;;;2.12;3.07;8.42;11.29;;7.14;10.77;12.87
;;Oct 2016;;;49.77;44.76;46.85;49.52;;;157;159;144;;151;112;;225;236;245;229;;3.09;2.98;;3.87;7.96;13.74;;;2.07;3.13;8.75;12.04;;6.73;10.55;12.46
;;Nov 2016;;;45.66;41.8;44.06;44.73;;;143;147;139;;143;111;;218;230;244;226;;2.65;2.55;;3.86;7.67;10.77;;;2.08;3.02;9.03;12.01;;6.66;10.32;12.75
;;Dec 2016;;;51.97;46.72;48.66;53.29;;;159;161;151;;154;123;;225;237;251;239;;3.73;3.59;;4.27;7.27;9.06;;;2.08;3.96;9.65;12.22;;6.67;10.17;12.23
;;Jan 2017;;;52.5;48.12;49.99;54.58;;;163;164;156;;158;131;;235;246;258;248;;3.43;3.3;;4.85;7.58;9.32;;;2.09;4.11;11.25;13.02;;6.59;10.21;12.21
;;Feb 2017;;;53.47;49.38;51.24;54.87;;;163;164;155;;162;129;;230;242;257;247;;2.96;2.85;;4.53;7.89;10.01;;;2.06;3.56;10.77;12.98;;6.63;10.48;12.79
;;Mar 2017;;;49.33;46.53;48.65;51.59;;;163;158;150;;155;124;;233;244;255;245;;2.99;2.88;;3.92;7.68;9.86;;;2.07;3.35;11.42;12.35;;6.71;10.46;12.89
;;Apr 2017;;;51.06;47.47;49.47;52.31;;;172;163;150;;160;120;;242;253;258;244;;3.22;3.1;;4.11;8.04;11.34;;;2.08;3.38;10.64;13;;6.6;10.4;12.72
;;May 2017;;;48.48;47.21;48.47;50.33;;;167;155;145;;149;121;;239;250;256;238;;3.27;3.15;;4.02;8.31;13.25;;;2.09;3.48;10.69;12.22;;6.78;10.59;13.07
;;Jun 2017;;;45.18;44.03;45.25;46.37;;;157;147;138;;143;120;;235;246;251;228;;3.09;2.98;;4.05;8.75;16.06;;;2.07;3.29;10.48;11.56;;7.19;11.01;13.2
;;Jul 2017;;;46.63;44.76;46.27;48.48;;;162;153;139;;148;121;;230;241;250;222;;3.09;2.98;;3.92;8.81;17.86;;;2.06;3.21;9.99;11.82;;7.31;10.97;13.08
;;Aug 2017;;;48.04;47.62;48.22;51.7;;;171;168;152;;161;120;;238;249;260;229;;3.01;2.9;;3.78;8.76;18.22;;;2.05;3.13;10.03;12.95;;7.22;11.01;13.15
;;Sep 2017;;;49.82;50.46;50.78;56.15;;;183;185;167;;180;131;;265;276;278;248;;3.09;2.98;;3.83;8.52;16.92;;;2.02;3.16;10.06;14.52;;7.17;11.03;13.28
;;Oct 2017;;;51.58;51.4;52.67;57.51;;;173;185;170;;174;130;;251;262;279;252;;2.99;2.88;;3.78;7.97;13.39;;;2.03;3.13;10.61;14.11;;6.91;10.78;12.8
;;Nov 2017;;;56.64;56.3;57.75;62.71;;;181;194;178;;183;141;;256;268;291;263;;3.13;3.01;;3.84;7.51;10.14;;;2.04;3.35;10.28;14.61;;6.73;10.49;12.94
;;Dec 2017;;;57.88;57.44;59.53;64.37;;;172;192;184;;187;148;;248;259;291;270;;2.93;2.82;;4.19;7.42;9.29;;;2.04;3.63;13.6;14.63;;6.54;10.28;12.45
;;Jan 2018;;;63.7;59.71;63.25;69.08;;;185;204;199;;201;151;;255;267;302;290;;3.83;3.69;;4.46;7.4;8.9;;;2.06;5.06;11.45;16.07;;6.94;10.49;12.22
;;Feb 2018;;;62.23;58.03;61.74;65.32;;;182;197;189;;197;149;;259;270;305;286;;2.77;2.67;;4.85;7.74;9.63;;;2.07;3.61;11.46;15.19;;6.78;10.65;12.63
;;Mar 2018;;;62.73;56.82;60.81;66.02;;;189;195;185;;192;145;;259;271;299;283;;2.8;2.69;;4;7.71;9.76;;;2.04;3.18;12.1;15.02;;6.63;10.51;12.97
;;Apr 2018;;;66.25;61.24;64.41;72.11;;;205;210;198;;208;150;;276;287;310;288;;2.9;2.8;;3.89;7.65;10.05;;;2.07;3.14;12.2;16.19;;6.57;10.46;12.88
;;May 2018;;;69.98;65.89;68.91;76.97;;;221;226;214;;222;167;;290;299;324;313;;2.91;2.8;;3.8;8.34;13.52;;;2.04;3.06;12.83;16.73;;6.79;10.51;13.12
;;Jun 2018;;;67.87;66.82;68.35;74.41;;;214;220;209;;220;173;;289;297;325;313;;3.08;2.97;;3.77;8.58;16.47;;;2.04;3.13;13.81;16.59;;7.17;10.84;13.03
;;Jul 2018;;;70.98;66.62;70.29;74.25;;;215;219;208;;218;177;;285;293;323;322;;2.94;2.83;;3.75;8.84;17.85;;;2.05;3.23;13.76;16.21;;7.32;11;13.13
;;Aug 2018;;;68.06;65.48;67.68;72.53;;;212;220;211;;218;176;;284;291;322;323;;3.07;2.96;;3.67;8.69;18.56;;;2.06;3.28;14.38;16.93;;7.25;11.03;13.26
;;Sep 2018;;;70.23;66.7;69.29;78.89;;;214;228;221;;226;176;;284;291;326;328;;3.11;3;;3.75;8.57;17.23;;;2.05;3.12;13.91;17.39;;7.05;10.72;13.01
;;Oct 2018;;;70.75;67.79;70.99;81.03;;;209;238;228;;235;188;;286;294;337;338;;3.4;3.28;;4.03;7.69;12.22;;;2.04;3.43;14.52;17.76;;6.87;10.77;12.85
;;Nov 2018;;;56.96;54.4;59.01;64.75;;;173;213;210;;216;183;;265;274;330;329;;4.25;4.09;;4.51;7.34;9.42;;;2.06;4.18;15.25;16.39;;6.85;10.54;12.9
;;Dec 2018;;;49.52;42.8;48.83;57.36;;;151;179;180;;185;161;;237;246;312;295;;4.19;4.04;;5.47;7.7;9.62;;;2.11;4.72;13.56;14.54;;6.67;10.33;12.43
;;Jan 2019;;;51.38;49.71;52.29;59.41;;;148;179;181;;183;143;;225;234;298;293;;3.23;3.11;;5.02;7.67;9.36;;;2.1;4;11.3;14.12;;6.58;10.3;12.47
;;Feb 2019;;;54.95;56.66;57.62;63.96;;;162;195;191;;196;157;;231;239;300;303;;2.8;2.69;;4.62;7.54;9.4;;;2.07;3.63;12.28;15.19;;6.69;10.54;12.72
;;Mar 2019;;;58.15;61.14;61.64;66.14;;;188;202;196;;201;164;;252;259;308;305;;3.07;2.95;;4.31;7.4;9.42;;;2.08;3.46;13.68;15.7;;6.73;10.46;12.84
;;Apr 2019;;;63.86;65.42;66.51;71.23;;;214;210;199;;206;169;;280;288;312;310;;2.75;2.65;;3.99;7.72;10.85;;;2.07;2.89;13.89;16.35;;6.51;10.52;13.25
;;May 2019;;;60.83;65.03;65.11;71.32;;;211;211;199;;214;164;;286;295;316;303;;2.74;2.64;;3.64;8.06;12.76;;;2.05;2.77;13.47;16.19;;6.69;10.54;13.31
;;Jun 2019;;;54.66;58.16;59.16;64.22;;;191;187;182;;191;160;;272;280;309;295;;2.49;2.4;;3.55;8.29;15.6;;;2.03;2.58;12.92;14.85;;6.87;10.9;13.32
;;Jul 2019;;;57.35;59.18;60.53;63.92;;;198;194;185;;197;163;;274;282;305;293;;2.46;2.37;;3.33;8.47;17.74;;;2.02;2.54;12.93;15.1;;7.14;11.02;13.26
;;Aug 2019;;;54.8;55.41;56.9;59.04;;;182;187;180;;190;147;;262;271;301;287;;2.31;2.22;;3.18;8.41;18.37;;;2;2.42;13.72;14.82;;7.4;11.02;13.3
;;Sep 2019;;;56.95;57.31;58.6;62.83;;;185;196;190;;194;156;;259;268;302;289;;2.66;2.56;;3.35;8.34;17.61;;;1.96;2.59;11.53;15.04;;7.06;10.96;13.16
;;Oct 2019;;;53.96;54.44;55.85;59.71;;;187;198;193;;197;154;;263;272;305;301;;2.42;2.33;;3.43;7.63;12.5;;;1.96;2.49;12.65;15.37;;6.84;10.74;12.81
;;Nov 2019;;;57.03;55.27;57.88;63.21;;;182;197;188;;198;159;;260;269;307;298;;2.76;2.65;;3.86;6.98;9.33;;;1.96;2.96;12.05;15.28;;6.72;10.57;13.03
;;Dec 2019;;;59.88;56.85;60.27;67.31;;;176;194;192;;198;175;;256;265;306;304;;2.31;2.22;;3.84;7.19;9.3;;;1.91;2.91;12.85;14.73;;6.38;10.32;12.68
;;Jan 2020;;;57.52;53.87;57.92;63.65;;;174;186;186;;196;194;;255;264;305;305;;2.1;2.02;;3.7;7.24;9.43;;;1.94;2.62;13.16;14.62;;6.37;10.18;12.76
;;Feb 2020;;;50.54;47.39;51.37;55.66;;;167;167;163;;167;174;;244;253;291;281;;1.98;1.91;;3.58;7.03;9.19;;;1.9;2.4;12.68;13.83;;6.44;10.3;12.82
;;Mar 2020;;;29.21;28.5;32.55;32.01;;;113;128;124;;126;137;;223;233;273;241;;1.86;1.79;;3.38;7.29;9.8;;;1.93;2.14;10.29;10.85;;6.39;10.34;13.04
;;Apr 2020;;;16.55;16.74;19.32;18.38;;;65;91;87;;74;98;;184;194;249;204;;1.81;1.74;;2.99;7.24;10.42;;;1.92;2.1;8.2;8.83;;6.39;10.37;13.24
;;May 2020;;;28.56;22.56;23.55;29.38;;;105;88;80;;73;82;;187;196;239;191;;1.82;1.75;;2.9;7.73;11.79;;;1.89;2.17;5.7;7.42;;6.54;10.4;13.1
;;Jun 2020;;;38.31;36.14;36.8;40.27;;;131;114;100;;105;95;;208;217;241;206;;1.69;1.63;;2.71;8.24;15.33;;;1.9;2.03;6.26;9.14;;6.94;10.89;13.22
;;Jul 2020;;;40.71;39.33;40.08;43.24;;;138;125;115;;118;107;;218;227;243;213;;1.84;1.77;;2.57;8.49;17.49;;;1.91;2.06;7.38;10.96;;7.16;10.84;13.21
;;Aug 2020;;;42.34;41.72;42.42;44.74;;;139;128;118;;119;122;;218;227;243;216;;2.39;2.3;;2.84;8.48;18.27;;;1.94;2.41;9.67;10.7;;7.07;10.9;13.26
;;Sep 2020;;;39.63;38.73;39.81;40.91;;;135;120;109;;111;120;;218;227;241;212;;2;1.92;;3.29;8.45;16.85;;;1.94;2.42;9.56;9.87;;7;11.02;13.49
;;Oct 2020;;;39.4;37.81;39.21;40.19;;;131;122;109;;113;115;;216;225;239;214;;2.48;2.39;;3.28;7.59;12.26;;;1.91;2.5;8.68;10.37;;6.72;10.72;13.66
;;Nov 2020;;;40.94;39.15;40.68;42.69;;;129;132;116;;122;115;;211;220;243;221;;2.71;2.61;;3.98;7.64;10.99;;;1.91;3;8.86;10.63;;6.49;10.53;13.31
;;Dec 2020;;;47.02;45.34;46.2;49.99;;;139;148;134;;140;129;;220;228;258;242;;2.69;2.59;;4.1;7.39;9.75;;;1.92;3.17;9.21;11.54;;6.41;10.41;12.78
;;Jan 2021;;;52;49.6;51.39;54.77;;;158;158;148;;149;146;;233;242;268;255;;2.82;2.71;;4.07;7.41;9.68;;;1.91;3.19;10.33;12.16;;6.39;10.31;12.69
;;Feb 2021;;;59.04;55.71;58.41;62.28;;;178;181;167;;164;162;;250;259;285;279;;5.56;5.35;;9.33;7.35;9.31;;;1.93;15.52;11.37;13.71;;7.9;11.51;13.35
;;Mar 2021;;;62.33;59.84;61.97;65.41;;;201;196;173;;176;177;;281;290;315;287;;2.72;2.62;;4.4;7.99;10.51;;;1.9;3.26;12.41;14.39;;7.05;11.17;13.3
;;Apr 2021;;;61.72;60.88;62.4;64.81;;;206;191;170;;172;176;;286;295;313;279;;2.77;2.66;;4;8.4;12.25;;;1.9;3.01;12.81;14.76;;6.76;10.93;13.76
;;May 2021;;;65.17;63.81;65.15;68.53;;;218;207;181;;182;176;;299;308;322;283;;3.02;2.91;;4.12;8.96;14.13;;;1.9;3.24;12.82;15.09;;6.71;10.9;13.89
;;Jun 2021;;;71.38;68.86;70.55;73.16;;;225;215;193;;191;187;;306;316;329;295;;3.39;3.26;;4.15;9.57;17.73;;;1.96;3.45;13.56;15.73;;7.28;11.34;13.85
;;Jul 2021;;;72.49;69.91;71.98;75.17;;;234;218;193;;198;197;;314;323;334;298;;3.99;3.84;;4.73;9.89;19.94;;;2.01;3.98;14.34;16;;7.52;11.51;13.87
;;Aug 2021;;;67.73;65.72;67.89;70.75;;;230;215;189;;197;190;;316;326;335;293;;4.23;4.07;;5.02;10.19;20.99;;;2.06;4.3;14.47;16.03;;7.64;11.56;13.95
;;Sep 2021;;;71.65;69.27;71.1;74.49;;;231;224;204;;203;195;;318;327;338;300;;5.36;5.16;;5.57;10.27;20.24;;;2.01;4.92;13.8;16.61;;7.69;11.7;14.19
;;Oct 2021;;;81.48;75.94;78.83;83.54;;;249;250;236;;230;209;;329;338;361;342;;5.72;5.51;;6.84;10.45;17.49;;;2.03;5.58;14.97;18.28;;7.53;11.56;14.09
;;Nov 2021;;;79.15;76.61;78.47;81.05;;;248;245;227;;231;214;;339;349;373;351;;5.25;5.05;;7.03;10.1;13.3;;;2.04;5.69;17.03;18.14;;7.46;11.34;14.11
;;Dec 2021;;;71.71;68.22;71.98;74.17;;;230;227;211;;217;209;;331;341;364;344;;3.91;3.76;;6.74;10.34;13.12;;;2.08;4.98;16.35;17.71;;7.16;11.2;13.75
;;Jan 2022;;;83.22;76.93;80.19;86.51;;;242;255;244;;245;216;;331;341;372;378;;4.55;4.38;;6.65;9.76;12.04;;;2.21;5.85;15.74;19.94;;7.3;11.36;13.72
;;Feb 2022;;;91.64;87.48;90.12;97.13;;;264;283;274;;265;243;;352;361;403;406;;4.87;4.69;;7.53;10.04;12.17;;;2.18;6.03;16.76;20.8;;7.46;11.78;13.83
;;Mar 2022;;;108.5;103.32;106.11;117.25;;;323;358;348;;333;287;;422;432;510;493;;5.09;4.9;;6.32;10.25;12.98;;;2.16;5.11;20.61;25.67;;7.5;11.77;14.47
;;Apr 2022;;;101.78;99.79;104.19;104.58;;;326;396;387;;394;257;;411;421;512;514;;6.85;6.59;;6.23;10.16;13.53;;;2.19;6.23;25.37;28.38;;7.83;11.92;14.77
;;May 2022;;;109.55;107.05;108.05;113.38;;;387;423;449;;395;258;;444;455;557;597;;8.46;8.14;;8.18;11.2;16.38;;;2.11;8.09;22.97;30.99;;7.51;11.59;14.62
;;Jun 2022;;;114.84;112.34;113.34;122.71;;;413;435;418;;411;266;;493;503;575;564;;8;7.7;;8.82;12.11;19.44;;;2.11;7.66;23.41;32.51;;7.87;11.92;14.49
;;Jul 2022;;;102;99.5;100.5;108;;;349;375;362;;354;247;;437;449;508;511;;6.16;5.93;;8.04;12.43;21.1;;;2.04;6;23.05;29.57;;7.79;12.09;14.5
;;Aug 2022;;;98.5;96;97;104;;;338;359;348;;337;239;;423;435;487;489;;6.21;5.98;;7.12;12.22;21.48;;;2.03;6.11;21.38;27.59;;7.85;12.06;14.63
;;Sep 2022;;;96;93.25;94.25;101;;;322;346;336;;317;229;;405;417;453;472;;6.15;5.92;;7.15;11.89;20.3;;;2.07;6.04;20.17;26.36;;7.8;12.2;14.9
;;Oct 2022;;;94;91.25;92.25;99;;;300;329;317;;301;221;;387;400;434;453;;6.14;5.91;;7.17;11.27;16.69;;;2;6.08;19.23;25.17;;7.51;12.05;14.73
;;Nov 2022;;;92.5;89.75;90.75;97;;;289;320;308;;313;219;;375;388;427;440;;6.21;5.98;;7.38;10.92;13.97;;;2.03;6.25;18.62;24.82;;7.43;11.85;14.83
;;Dec 2022;;;90.5;87.75;88.75;95;;;275;315;302;;302;215;;362;375;417;431;;6.35;6.11;;7.81;10.82;13.04;;;2.04;6.56;18.65;24.18;;7.31;11.63;14.13
;;Jan 2023;;;91;88.25;89.25;95;;;269;296;287;;285;225;;353;366;415;416;;6.48;6.24;;7.91;10.72;12.74;;;1.98;6.81;18.15;22.93;;7.39;11.82;14.14
;;Feb 2023;;;91;88.25;89.25;95;;;270;288;280;;283;229;;353;366;406;406;;6.36;6.12;;7.98;10.74;12.79;;;1.97;6.66;17.49;22.29;;7.5;12.22;14.36
;;Mar 2023;;;91;88.25;89.25;95;;;277;290;277;;285;227;;356;369;410;398;;5.76;5.54;;7.48;10.86;13.35;;;1.99;5.88;17.69;22.42;;7.52;12;14.96
;;Apr 2023;;;90;87.25;88.25;94;;;283;287;272;;278;223;;365;378;408;387;;4.43;4.26;;6.56;10.8;14.05;;;2.02;4.51;18.26;22.01;;7.62;12.1;15.33
;;May 2023;;;90;87.25;88.25;94;;;282;285;268;;277;224;;364;378;409;378;;4.42;4.25;;5.61;10.76;15.8;;;2.02;4.42;17.71;21.7;;7.19;11.7;15.05
;;Jun 2023;;;90;87.25;88.25;94;;;282;286;270;;278;225;;363;377;402;375;;4.42;4.25;;5.46;10.83;18.16;;;1.98;4.31;18.04;21.92;;7.49;12.04;14.83
;;Jul 2023;;;89;86.25;87.25;93;;;278;283;268;;276;222;;360;374;400;368;;4.57;4.4;;5.48;10.7;19.41;;;1.99;4.5;17.54;21.87;;7.65;12.13;14.69
;;Aug 2023;;;89;86.25;87.25;93;;;281;288;273;;279;225;;362;376;404;369;;4.57;4.4;;5.52;10.55;19.95;;;2;4.53;17.09;21.75;;7.69;12.05;14.69
;;Sep 2023;;;89;86.25;87.25;93;;;274;285;271;;279;223;;359;372;403;365;;4.5;4.33;;5.41;10.25;18.83;;;1.99;4.46;16.81;21.53;;7.6;12.1;14.88
;;Oct 2023;;;89;86.25;87.25;93;;;267;289;279;;281;221;;351;365;406;373;;4.51;4.34;;5.48;9.64;15.22;;;1.97;4.52;16.73;21.8;;7.32;11.89;14.59
;;Nov 2023;;;89;86.25;87.25;93;;;270;289;278;;282;224;;351;365;411;373;;4.62;4.45;;5.71;9.31;12.45;;;1.97;4.73;16.75;22.29;;7.24;11.61;14.73
;;Dec 2023;;;89;86.25;87.25;93;;;267;288;278;;284;224;;349;364;414;373;;4.7;4.52;;6.19;9.22;11.49;;;1.98;4.95;17.22;22.06;;7.15;11.35;14
